Date,Closing,Open,High,Low
26-Mar-10,135.85,136.85,137.95,135.35
29-Mar-10,138.15,135.95,138.55,135.85
30-Mar-10,138.95,138.25,139,137.3
31-Mar-10,136.15,139,139.05,134.7
1-Apr-10,137.4,136.55,137.95,136.3
5-Apr-10,139.65,137.5,139.85,137.3
6-Apr-10,139.2,139.5,139.75,137.75
7-Apr-10,137.55,138.85,139.2,136.5
8-Apr-10,134.7,137.4,137.6,133.8
9-Apr-10,132.7,135.2,135.5,132.5
12-Apr-10,133.55,133.5,134.2,133.05
13-Apr-10,132.2,133.6,134.05,131.9
14-Apr-10,131.85,132.25,133.1,131.7
15-Apr-10,131.75,131.8,132.3,130.05
16-Apr-10,129.1,131.8,132.15,129
19-Apr-10,129,129.4,129.9,128.85
20-Apr-10,129.15,129.5,130.5,129
21-Apr-10,129.7,129.3,130.4,128.6
22-Apr-10,131.1,129.5,131.8,129.5
23-Apr-10,131.8,131.65,133.05,130.95
26-Apr-10,132.55,131.8,132.75,131.8
27-Apr-10,130.8,132.4,132.4,130.35
28-Apr-10,133.85,130.75,134.6,130.75
29-Apr-10,134.5,133.7,134.8,133.5
30-Apr-10,135.2,134.5,135.45,134.35
3-May-10,138.4,136.2,138.4,136.2
4-May-10,137.4,138.25,138.25,136.35
5-May-10,137.25,137.65,137.65,136.75
6-May-10,133.15,136.85,136.85,133
7-May-10,133,133.55,134,131.25
10-May-10,133.55,134,134,134
11-May-10,135.25,134.05,136.5,134.05
12-May-10,136.8,137.8,137.8,137.75
13-May-10,137.05,137.4,137.4,137.4
14-May-10,134.25,136.45,136.7,133.25
17-May-10,134.55,133.4,133.4,133
18-May-10,136.25,132.45,137.5,132.45
19-May-10,132.5,134,134,132.2
20-May-10,131.65,132.8,133.2,130.25
21-May-10,132.4,132.15,133.05,131.1
24-May-10,132.25,132.4,133,131.6
25-May-10,132.75,131.9,133.3,130.6
26-May-10,133.7,132.75,135.6,132.6
27-May-10,134.75,134,135.15,133.55
28-May-10,134.25,135,135.45,133.9
31-May-10,134.3,134.3,134.3,134.3
1-Jun-10,136.55,134,137.6,133.15
2-Jun-10,135.4,136.55,138.1,135.2
3-Jun-10,135.6,135.85,136.3,135
4-Jun-10,133.75,136.1,136.15,133.4
7-Jun-10,133.1,133.4,133.65,132.55
8-Jun-10,133.55,133.1,134.1,132.8
9-Jun-10,134.45,134,134.65,133.25
10-Jun-10,137,134.55,137.7,133.8
11-Jun-10,144.95,137,148.5,137
14-Jun-10,150.95,144.65,152.45,144.65
15-Jun-10,159.35,150.55,160.7,148
16-Jun-10,158.75,158.55,162.25,156.65
17-Jun-10,156.35,158.1,159.7,155.4
18-Jun-10,160.25,155.55,160.85,154.1
21-Jun-10,158.95,160.45,164.1,156.1
22-Jun-10,159.1,158.8,160.25,157.2
23-Jun-10,158.6,159.35,159.85,157.5
24-Jun-10,166.75,160.15,175,160.15
25-Jun-10,167,165.85,168.85,164.5
28-Jun-10,166.3,166.45,168,166
29-Jun-10,161.5,166.1,166.1,158.85
30-Jun-10,164.2,162.25,164.7,160
1-Jul-10,166.2,164.3,166.1,163.7
2-Jul-10,162.3,165.9,165.9,164.5
5-Jul-10,164.05,164.05,164.05,164.05
6-Jul-10,155.5,160.45,161,155
7-Jul-10,160.65,156,158,155.5
8-Jul-10,159.65,159.1,159.6,159.1
9-Jul-10,161.2,162.05,162.05,161.9
11-Jul-10,163.23,163.23,163.23,163.23
12-Jul-10,161.15,159.65,160,159.65
13-Jul-10,163.25,164.5,164.5,164.5
14-Jul-10,162.6,163,163,163
15-Jul-10,164.8,164.35,166.75,164.35
16-Jul-10,164.8,165,165,164.65
18-Jul-10,166.55,166.55,166.55,166.55
19-Jul-10,162,164.65,164.65,161.75
20-Jul-10,156.45,160.65,161.1,159.8
21-Jul-10,157.3,159.1,160.75,155.8
22-Jul-10,161.7,157.6,161.95,157.6
23-Jul-10,166,161.7,167.6,160.45
25-Jul-10,165.28,165.28,165.28,165.28
26-Jul-10,165.6,165.8,167.2,164.25
27-Jul-10,163.75,164.6,166.55,163.2
28-Jul-10,167.4,164.1,168.1,163.65
29-Jul-10,173.05,167.4,174.6,166.45
30-Jul-10,176.3,173.05,178.75,172.65
1-Aug-10,175.33,175.33,175.33,175.33
2-Aug-10,172.5,175.6,181.5,172.05
3-Aug-10,166.65,172.8,174.45,165.15
4-Aug-10,169.75,167.6,171.7,167.6
5-Aug-10,169.85,169.5,172.65,169.1
6-Aug-10,167.4,170.3,171.35,165.25
8-Aug-10,167.8,167.8,167.8,167.8
9-Aug-10,169.6,167.5,170.8,166.25
10-Aug-10,169.65,169.05,172,167.3
11-Aug-10,170.6,169.4,171.9,169.1
12-Aug-10,175.55,170.85,177.75,169.9
13-Aug-10,175.5,176,178.65,173.3
15-Aug-10,176.25,176.25,176.25,176.25
16-Aug-10,178.7,175,180.6,173.45
17-Aug-10,175.5,178.6,180.05,174.9
18-Aug-10,175.15,175.75,177,174.4
19-Aug-10,177.3,175.1,178.2,174.9
20-Aug-10,181.55,178,184.8,177.4
22-Aug-10,186.28,186.28,186.28,186.28
23-Aug-10,181.5,184.05,186.75,180.6
24-Aug-10,166.85,182,182,166.5
25-Aug-10,164.1,167.3,167.8,163.5
26-Aug-10,169.95,167,168.95,165.55
27-Aug-10,177.05,171,178.35,171
29-Aug-10,179.68,179.68,179.68,179.68
30-Aug-10,179.55,176.7,181.5,176.5
31-Aug-10,176.8,177.4,179.1,177.3
1-Sep-10,180.5,181.4,181.6,180
2-Sep-10,183.2,180.9,184.65,180.9
3-Sep-10,185.05,184.9,186.2,184.9
5-Sep-10,186.2,186.2,186.2,186.2
6-Sep-10,186.2,186.2,186.2,186.2
7-Sep-10,190.7,183.5,191.05,183.5
8-Sep-10,193.1,193.25,194.85,190.7
9-Sep-10,189.15,191.35,192,191
10-Sep-10,188.25,188.1,188.5,187
12-Sep-10,189.85,189.85,189.85,189.85
13-Sep-10,187.5,190,190,187.3
14-Sep-10,193.7,192.6,192.6,192.6
15-Sep-10,192.65,193.55,193.55,192
16-Sep-10,190.35,192.25,194.25,189.5
17-Sep-10,187.85,191.15,192.1,186.5
20-Sep-10,180.55,184.5,184.5,182.7
21-Sep-10,182.9,182.85,185.9,181.2
22-Sep-10,179.95,183.65,187.4,179.35
23-Sep-10,181.65,181,183.25,179.6
24-Sep-10,180.6,181.95,183.7,178.25
27-Sep-10,182.25,180.7,185,179.55
28-Sep-10,188.95,181.55,190.9,181.55
29-Sep-10,185.75,188.95,189.45,183.25
30-Sep-10,183.05,185.75,187.45,180.1
1-Oct-10,181.1,183.65,186.2,180.5
4-Oct-10,172.5,180.85,181.1,171.8
5-Oct-10,177,173.25,177.8,171.6
6-Oct-10,175.55,176.75,177.7,175.05
7-Oct-10,173.45,176.1,178.2,173.25
8-Oct-10,182.15,173.75,182.95,171.9
11-Oct-10,178.65,181.5,182.4,176.35
12-Oct-10,185.7,179.55,188,178.55
13-Oct-10,186.15,186.4,190.45,184.6
14-Oct-10,187.6,186.35,189.1,185.3
15-Oct-10,186.4,187.7,189.35,183.25
18-Oct-10,185.6,186.1,188.25,183.75
19-Oct-10,190.9,184.9,192.1,184.55
20-Oct-10,196.75,190,198.15,189.9
21-Oct-10,201,196,203.5,195.5
22-Oct-10,198.85,200.75,201.7,196
25-Oct-10,200.5,200.1,202.9,198.9
26-Oct-10,201.75,200.35,204.6,199.1
27-Oct-10,200.3,201.45,203.55,199.25
28-Oct-10,196.6,200,201.95,196.3
29-Oct-10,203.45,197.5,204,197.05
1-Nov-10,197.7,202.8,203.25,197.65
2-Nov-10,199.4,198.15,200.4,197.7
3-Nov-10,196.15,200,200.85,192.8
4-Nov-10,205.8,197.5,209.25,197.25
5-Nov-10,205.15,205,206.85,203.3
8-Nov-10,208.1,204.5,209.7,203.85
9-Nov-10,217.05,207.9,217.85,207.45
10-Nov-10,212.25,217.35,218.7,211.35
11-Nov-10,206.65,212.3,214.9,205.8
12-Nov-10,200.45,205.5,206.25,199.2
15-Nov-10,204.45,202.05,206.95,201.6
16-Nov-10,197.8,204.45,205.7,196.7
17-Nov-10,199.45,198.05,200.85,195.65
18-Nov-10,208.65,200,209.85,200
19-Nov-10,209.85,208.95,210.1,205.6
22-Nov-10,206.15,210.2,211.65,205
23-Nov-10,210.35,206,210.45,201.4
24-Nov-10,207.15,209.8,211.7,207
26-Nov-10,202.15,205.8,206.45,201
29-Nov-10,202.4,202.4,203.2,199
30-Nov-10,200.95,203.4,203.8,200
1-Dec-10,203.3,200.2,205.25,200
2-Dec-10,203.4,203.7,203.7,203
3-Dec-10,204.5,204.85,206.2,204.85
6-Dec-10,208.65,206.4,209,206.4
7-Dec-10,207.6,211.2,211.2,207.3
8-Dec-10,204.25,207,207,201.5
9-Dec-10,204.3,205.65,206.05,204.45
10-Dec-10,208.88,204.27,210.75,203.28
12-Dec-10,208.98,208.98,208.98,208.98
13-Dec-10,217.2,213.1,217.2,213.1
14-Dec-10,216.35,217.25,219.15,215.6
15-Dec-10,216.9,217.3,217.55,216.9
16-Dec-10,216.15,216,217,214.35
17-Dec-10,225.25,217.75,226.15,217.75
20-Dec-10,224.65,224.8,225.45,223.85
21-Dec-10,233.85,224.55,235.3,223.6
22-Dec-10,230.2,233.85,242.25,228.65
23-Dec-10,235.9,232.5,237.65,229.35
24-Dec-10,236.67,236.67,236.67,236.67
27-Dec-10,237.45,235.6,238.5,232.6
28-Dec-10,239.3,238.05,239.9,236.1
29-Dec-10,239.65,238.6,240.65,235.15
30-Dec-10,236.3,238.5,241.75,235.2
31-Dec-10,240.5,236.3,241.3,236.3
3-Jan-11,238.7,238.7,238.7,238.7
4-Jan-11,234.95,239,240.5,232
5-Jan-11,233,234.1,237.9,230
6-Jan-11,233,233.6,236.85,232.1
7-Jan-11,230.7,232.55,235.5,230.3
10-Jan-11,231.25,231.2,235.15,230.55
11-Jan-11,234.7,231.25,236.7,230.85
12-Jan-11,240.6,236.4,244.5,235.7
13-Jan-11,237.5,240.35,241.2,236.6
14-Jan-11,234.6,238,239.15,231.55
17-Jan-11,234.8,234.8,234.8,234.8
18-Jan-11,235.35,235.35,237.5,234.35
19-Jan-11,232.5,236,236.7,231.1
20-Jan-11,231.8,232.05,234.2,226.5
21-Jan-11,240.4,232.9,241.8,232.85
23-Jan-11,240.32,240.32,240.32,240.32
24-Jan-11,237.3,239.6,241,236.4
25-Jan-11,231.25,237.3,238.3,230.3
25-Jan-11,231.25,237.3,238.3,230.3
26-Jan-11,237.5,231.8,240.35,231.8
26-Jan-11,237.5,231.8,240.35,231.8
27-Jan-11,236.95,238.2,241.5,234.7
27-Jan-11,236.95,238.2,241.5,234.7
28-Jan-11,245,236.35,246.35,235.85
28-Jan-11,245,236.35,246.35,235.85
31-Jan-11,244.8,245.5,250.75,243.25
31-Jan-11,244.8,245.5,250.75,243.25
1-Feb-11,249.4,245.55,249.75,245.35
1-Feb-11,249.4,245.55,249.75,245.35
2-Feb-11,250.4,249.3,251.5,247.1
2-Feb-11,250.4,249.3,251.5,247.1
3-Feb-11,251.35,250.9,253.6,250.1
3-Feb-11,251.35,250.9,253.6,250.1
4-Feb-11,249.3,250,251.1,247.3
4-Feb-11,249.3,250,251.1,247.3
7-Feb-11,249.75,250.05,252,249.15
7-Feb-11,249.75,250.05,252,249.15
8-Feb-11,247.6,249.75,251.1,246.7
8-Feb-11,247.6,249.75,251.1,246.7
9-Feb-11,253.6,248.5,254.05,247.8
9-Feb-11,253.6,248.5,254.05,247.8
10-Feb-11,255.6,252.5,255.8,251.5
10-Feb-11,255.6,252.5,255.8,251.5
11-Feb-11,251.95,255.1,255.35,251.15
11-Feb-11,251.95,255.1,255.35,251.15
14-Feb-11,258.65,252.75,259.2,251.5
14-Feb-11,258.65,252.75,259.2,251.5
15-Feb-11,258.05,259.1,263.65,255.7
15-Feb-11,258.05,259.1,263.65,255.7
16-Feb-11,258.65,259.1,261.6,255.1
16-Feb-11,258.65,259.1,261.6,255.1
17-Feb-11,267.35,258.85,267.85,258.85
17-Feb-11,267.35,258.85,267.85,258.85
18-Feb-11,271.65,267.85,274,266.45
18-Feb-11,271.65,267.85,274,266.45
22-Feb-11,273.6,272.25,277,269.9
22-Feb-11,273.6,272.25,277,269.9
23-Feb-11,268.75,274.35,274.75,268
23-Feb-11,268.75,274.35,274.75,268
24-Feb-11,264.2,269,269,262
24-Feb-11,264.2,269,269,262
25-Feb-11,267.7,265.35,267.65,264.8
25-Feb-11,267.7,265.35,267.65,264.8
28-Feb-11,271.7,268.25,274.8,267.55
28-Feb-11,271.7,268.25,274.8,267.55
1-Mar-11,269.3,273.7,274.9,265.55
1-Mar-11,269.3,273.7,274.9,265.55
2-Mar-11,269.5,267.25,270.15,266
2-Mar-11,269.5,267.25,270.15,266
3-Mar-11,274.5,269.05,274.45,268.65
3-Mar-11,274.5,269.05,274.45,268.65
4-Mar-11,272.9,275,277.5,273.35
4-Mar-11,272.9,275,277.5,273.35
7-Mar-11,280.95,275,281.6,275
7-Mar-11,280.95,275,281.6,275
8-Mar-11,287.15,282.55,287,282.55
8-Mar-11,287.15,282.55,287,282.55
9-Mar-11,294.4,289,294.7,289
9-Mar-11,294.4,289,294.7,289
10-Mar-11,280.3,292.65,292.65,279.85
10-Mar-11,280.3,292.65,292.65,279.85
11-Mar-11,273.7,279.3,279.3,273.75
11-Mar-11,273.7,279.3,279.3,273.75
14-Mar-11,273.15,271.75,271.75,271.45
14-Mar-11,273.15,271.75,271.75,271.45
15-Mar-11,262.45,270.2,271,261.6
15-Mar-11,262.45,270.2,271,261.6
16-Mar-11,264.55,263,269.35,263
16-Mar-11,264.55,263,269.35,263
17-Mar-11,271.4,269.15,274.7,269.15
17-Mar-11,271.4,269.15,274.7,269.15
18-Mar-11,276.8,276.85,277.5,275
18-Mar-11,276.8,276.85,277.5,275
21-Mar-11,275.75,278.3,278.3,278.3
21-Mar-11,275.75,278.3,278.3,278.3
22-Mar-11,273.45,277.05,277.7,268.15
22-Mar-11,273.45,277.05,277.7,268.15
23-Mar-11,268.6,274.25,275.4,268.4
23-Mar-11,268.6,274.25,275.4,268.4
24-Mar-11,265.8,268.4,268.95,260.55
24-Mar-11,265.8,268.4,268.95,260.55
25-Mar-11,268.6,267.15,270,266.15
25-Mar-11,268.6,267.15,270,266.15
28-Mar-11,263.95,269.6,269.7,263.05
28-Mar-11,263.95,269.6,269.7,263.05
29-Mar-11,261.45,263.95,264,257.8
29-Mar-11,261.45,263.95,264,257.8
30-Mar-11,264.8,262.5,265.7,259.1
30-Mar-11,264.8,262.5,265.7,259.1
31-Mar-11,264.15,265.4,267.4,262.05
31-Mar-11,264.15,265.4,267.4,262.05
1-Apr-11,259.9,265.5,266.25,258.8
1-Apr-11,259.9,265.5,266.25,258.8
4-Apr-11,256.05,260.05,261,255.65
4-Apr-11,256.05,260.05,261,255.65
5-Apr-11,268.25,255.1,269.95,254.05
5-Apr-11,268.25,255.1,269.95,254.05
6-Apr-11,265.15,268.1,269.35,264.25
6-Apr-11,265.15,268.1,269.35,264.25
7-Apr-11,272.8,265.2,275.85,265.1
7-Apr-11,272.8,265.2,275.85,265.1
8-Apr-11,274.95,272.8,278.5,272.1
8-Apr-11,274.95,272.8,278.5,272.1
11-Apr-11,274.6,273.7,276.9,269.85
11-Apr-11,274.6,273.7,276.9,269.85
12-Apr-11,273.8,272.2,275.7,270.2
12-Apr-11,273.8,272.2,275.7,270.2
13-Apr-11,280.7,273.25,282.05,272.35
13-Apr-11,280.7,273.25,282.05,272.35
14-Apr-11,282.4,280.7,285,279.15
14-Apr-11,282.4,280.7,285,279.15
15-Apr-11,288.1,283.5,288.65,282.4
15-Apr-11,288.1,283.5,288.65,282.4
18-Apr-11,284.45,288.45,290.2,282.8
18-Apr-11,284.45,288.45,290.2,282.8
19-Apr-11,291.2,284.9,291.65,283.35
19-Apr-11,291.2,284.9,291.65,283.35
20-Apr-11,294.4,292.1,298.5,291.4
20-Apr-11,294.4,292.1,298.5,291.4
21-Apr-11,291.3,294.8,295.7,291.2
21-Apr-11,291.3,294.8,295.7,291.2
22-Apr-11,294.25,294.25,294.25,294.25
22-Apr-11,294.25,294.25,294.25,294.25
25-Apr-11,287.9,293.45,293.45,286.6
25-Apr-11,287.9,293.45,293.45,286.6
26-Apr-11,294.95,286.7,297,284.5
26-Apr-11,294.95,286.7,297,284.5
27-Apr-11,295.55,294.95,296.8,292.25
27-Apr-11,295.55,294.95,296.8,292.25
28-Apr-11,298.6,298.15,301.05,295.8
28-Apr-11,298.6,298.15,301.05,295.8
29-Apr-11,299.35,295.9,300,294.6
29-Apr-11,299.35,295.9,300,294.6
2-May-11,304.55,298.35,305.35,298.35
2-May-11,304.55,298.35,305.35,298.35
3-May-11,304.9,305,306.25,304
3-May-11,304.9,305,306.25,304
4-May-11,293.75,305.3,305.4,291.8
4-May-11,293.75,305.3,305.4,291.8
5-May-11,287.5,294.85,294.9,284.15
5-May-11,287.5,294.85,294.9,284.15
6-May-11,287.05,287.55,293.5,287
6-May-11,287.05,287.55,293.5,287
9-May-11,287.05,292.85,293,289.75
9-May-11,287.05,292.85,293,289.75
10-May-11,281.7,290.25,290.25,283.75
10-May-11,281.7,290.25,290.25,283.75
11-May-11,272.5,282.2,282.65,273.75
11-May-11,272.5,282.2,282.65,273.75
12-May-11,273.95,273.25,275.95,271.1
12-May-11,273.95,273.25,275.95,271.1
13-May-11,269.3,277.05,277.05,270
13-May-11,269.3,277.05,277.05,270
16-May-11,264,269,269,263.6
16-May-11,264,269,269,263.6
17-May-11,265.1,265,266.85,265
17-May-11,265.1,265,266.85,265
18-May-11,268.45,268,268,268
18-May-11,268.45,268,268,268
19-May-11,263.7,270.4,271.5,262.45
19-May-11,263.7,270.4,271.5,262.45
20-May-11,259.15,265,267.95,258.6
20-May-11,259.15,265,267.95,258.6
23-May-11,262.55,259.15,264.65,258.9
23-May-11,262.55,259.15,264.65,258.9
24-May-11,261.2,263.4,265.5,260.7
24-May-11,261.2,263.4,265.5,260.7
25-May-11,264.85,261.4,269.45,259
25-May-11,264.85,261.4,269.45,259
26-May-11,265.6,266.85,267.5,262.15
26-May-11,265.6,266.85,267.5,262.15
27-May-11,263.7,266.9,270.3,262.35
27-May-11,263.7,266.9,270.3,262.35
31-May-11,264.6,264.7,268.4,263.5
31-May-11,264.6,264.7,268.4,263.5
1-Jun-11,255.95,264.25,264.9,255.25
1-Jun-11,255.95,264.25,264.9,255.25
2-Jun-11,261.25,255.95,262.65,253.3
2-Jun-11,261.25,255.95,262.65,253.3
3-Jun-11,270.95,261.25,273.8,256.85
3-Jun-11,270.95,261.25,273.8,256.85
6-Jun-11,260.5,270.35,270.75,259.5
6-Jun-11,260.5,270.35,270.75,259.5
7-Jun-11,263,260,265.5,260
7-Jun-11,263,260,265.5,260
8-Jun-11,263.85,262.6,264.8,258
8-Jun-11,263.85,262.6,264.8,258
9-Jun-11,266.8,264.8,268.7,264.4
9-Jun-11,266.8,264.8,268.7,264.4
10-Jun-11,264.95,267.2,268.8,261.55
10-Jun-11,264.95,267.2,268.8,261.55
13-Jun-11,267.45,269.9,270.65,261.05
13-Jun-11,267.45,269.9,270.65,261.05
14-Jun-11,269.25,268.65,269.7,265
14-Jun-11,269.25,268.65,269.7,265
15-Jun-11,262.65,267.7,270,260.35
15-Jun-11,262.65,267.7,270,260.35
16-Jun-11,257.9,263,264.3,257.5
16-Jun-11,257.9,263,264.3,257.5
17-Jun-11,249.55,258.25,260.95,249.1
17-Jun-11,249.55,258.25,260.95,249.1
20-Jun-11,243.6,250.2,250.35,243.45
20-Jun-11,243.6,250.2,250.35,243.45
21-Jun-11,243.5,245,246.85,242.8
21-Jun-11,243.5,245,246.85,242.8
22-Jun-11,243.75,244.9,245.85,242.3
22-Jun-11,243.75,244.9,245.85,242.3
23-Jun-11,247.7,244.15,250.7,239.65
23-Jun-11,247.7,244.15,250.7,239.65
24-Jun-11,249,249.55,251,245.5
24-Jun-11,249,249.55,251,245.5
27-Jun-11,250.15,250.2,250.9,249.1
27-Jun-11,250.15,250.2,250.9,249.1
28-Jun-11,257.9,250.8,258.2,250
28-Jun-11,257.9,250.8,258.2,250
29-Jun-11,260.25,258.9,260.15,254
29-Jun-11,260.25,258.9,260.15,254
30-Jun-11,265.35,264.4,266.2,264.4
30-Jun-11,265.35,264.4,266.2,264.4
1-Jul-11,263.45,263.2,264.4,261.1
1-Jul-11,263.45,263.2,264.4,261.1
4-Jul-11,263.08,263.08,263.08,263.08
4-Jul-11,263.08,263.08,263.08,263.08
5-Jul-11,268.95,263.5,268.15,263.5
5-Jul-11,268.95,263.5,268.15,263.5
6-Jul-11,266.85,265.75,265.75,265.75
6-Jul-11,266.85,265.75,265.75,265.75
7-Jul-11,267.75,269.5,269.7,267.35
7-Jul-11,267.75,269.5,269.7,267.35
8-Jul-11,263.15,267.7,267.7,262.95
8-Jul-11,263.15,267.7,267.7,262.95
11-Jul-11,261.13,262.63,262.98,256.15
11-Jul-11,261.13,262.63,262.98,256.15
12-Jul-11,258.13,258.1,258.83,254.65
12-Jul-11,258.13,258.1,258.83,254.65
13-Jul-11,262.8,257.8,260.6,257.8
13-Jul-11,262.8,257.8,260.6,257.8
14-Jul-11,257.35,263.8,263.8,258.35
14-Jul-11,257.35,263.8,263.8,258.35
15-Jul-11,252.55,257.35,259.5,255
15-Jul-11,252.55,257.35,259.5,255
18-Jul-11,248.2,249,249.3,249
18-Jul-11,248.2,249,249.3,249
19-Jul-11,243.85,248.85,248.85,243.75
19-Jul-11,243.85,248.85,248.85,243.75
20-Jul-11,243.4,244.5,246.45,240.1
20-Jul-11,243.4,244.5,246.45,240.1
21-Jul-11,240.8,244.5,247.9,239.5
21-Jul-11,240.8,244.5,247.9,239.5
22-Jul-11,241.5,241.45,246.3,238
22-Jul-11,241.5,241.45,246.3,238
25-Jul-11,242.9,241.5,245,241.05
25-Jul-11,242.9,241.5,245,241.05
26-Jul-11,244.95,243.5,247.35,242.8
26-Jul-11,244.95,243.5,247.35,242.8
27-Jul-11,241.2,244.95,245.3,238.6
27-Jul-11,241.2,244.95,245.3,238.6
28-Jul-11,238.65,241.6,244.6,237.2
28-Jul-11,238.65,241.6,244.6,237.2
29-Jul-11,239.55,238.65,242.4,238.3
29-Jul-11,239.55,238.65,242.4,238.3
1-Aug-11,241.35,240.6,243.7,239.7
1-Aug-11,241.35,240.6,243.7,239.7
2-Aug-11,243.2,240.95,248.45,240.65
2-Aug-11,243.2,240.95,248.45,240.65
3-Aug-11,241.9,242.85,245.7,240.35
3-Aug-11,241.9,242.85,245.7,240.35
4-Aug-11,235.85,242.15,243.1,234.75
4-Aug-11,235.85,242.15,243.1,234.75
5-Aug-11,238,235.35,247.7,233.5
5-Aug-11,238,235.35,247.7,233.5
8-Aug-11,234.2,236.95,237,231.35
8-Aug-11,234.2,236.95,237,231.35
9-Aug-11,234.75,233.6,238.1,232.6
9-Aug-11,234.75,233.6,238.1,232.6
10-Aug-11,234.85,235.8,238.8,233.8
10-Aug-11,234.85,235.8,238.8,233.8
11-Aug-11,240.85,235.1,241.75,234.25
11-Aug-11,240.85,235.1,241.75,234.25
12-Aug-11,240.35,241,242.5,239.4
12-Aug-11,240.35,241,242.5,239.4
15-Aug-11,245.7,240.8,248.1,240.1
15-Aug-11,245.7,240.8,248.1,240.1
16-Aug-11,251.55,245.3,252,242
16-Aug-11,251.55,245.3,252,242
17-Aug-11,263.2,251.15,263.6,250.65
17-Aug-11,263.2,251.15,263.6,250.65
18-Aug-11,264.8,262.35,265,256.85
18-Aug-11,264.8,262.35,265,256.85
19-Aug-11,266.15,262.7,266.6,261.65
19-Aug-11,266.15,262.7,266.6,261.65
22-Aug-11,264.7,265,269.55,263.4
22-Aug-11,264.7,265,269.55,263.4
23-Aug-11,268.85,264.1,271.8,264.1
23-Aug-11,268.85,264.1,271.8,264.1
24-Aug-11,272.5,271,276.35,270.1
24-Aug-11,272.5,271,276.35,270.1
25-Aug-11,274.65,273.25,276.9,273.25
25-Aug-11,274.65,273.25,276.9,273.25
26-Aug-11,278.9,275.7,279.55,275.7
26-Aug-11,278.9,275.7,279.55,275.7
29-Aug-11,284.95,280.65,284.25,280
29-Aug-11,284.95,280.65,284.25,280
30-Aug-11,287.45,284.9,284.9,279.85
30-Aug-11,287.45,284.9,284.9,279.85
31-Aug-11,289.1,286.1,286.1,286.1
31-Aug-11,289.1,286.1,286.1,286.1
1-Sep-11,290.7,285.85,290.8,285.85
1-Sep-11,290.7,285.85,290.8,285.85
2-Sep-11,289.2,289,291.75,287.75
2-Sep-11,289.2,289,291.75,287.75
5-Sep-11,285.88,285.88,285.88,285.88
5-Sep-11,285.88,285.88,285.88,285.88
6-Sep-11,282.4,280.9,283.4,278.1
6-Sep-11,282.4,280.9,283.4,278.1
7-Sep-11,285.8,284.3,286,282.5
7-Sep-11,285.8,284.3,286,282.5
8-Sep-11,285.4,284.85,284.85,284.85
8-Sep-11,285.4,284.85,284.85,284.85
9-Sep-11,271.25,281.5,281.5,270.25
9-Sep-11,271.25,281.5,281.5,270.25
12-Sep-11,273.7,272.5,275.8,272.5
12-Sep-11,273.7,272.5,275.8,272.5
13-Sep-11,272.85,273.5,273.5,272.35
13-Sep-11,272.85,273.5,273.5,272.35
14-Sep-11,268.35,273.6,273.6,268.9
14-Sep-11,268.35,273.6,273.6,268.9
15-Sep-11,263.35,268.2,270.55,263.7
15-Sep-11,263.35,268.2,270.55,263.7
16-Sep-11,263,262.55,262.55,258.45
16-Sep-11,263,262.55,262.55,258.45
19-Sep-11,262.8,263,263,259.95
19-Sep-11,262.8,263,263,259.95
20-Sep-11,259.45,264.9,267.15,264.65
20-Sep-11,259.45,264.9,267.15,264.65
21-Sep-11,251.95,260.4,260.4,251.35
21-Sep-11,251.95,260.4,260.4,251.35
22-Sep-11,239.25,251,251,235.65
22-Sep-11,239.25,251,251,235.65
23-Sep-11,231.45,239.9,241.95,230.8
23-Sep-11,231.45,239.9,241.95,230.8
26-Sep-11,235.95,233,240.5,232
26-Sep-11,235.95,233,240.5,232
27-Sep-11,240.85,238.4,246.55,237.35
27-Sep-11,240.85,238.4,246.55,237.35
28-Sep-11,233.5,241.05,244.2,232.85
28-Sep-11,233.5,241.05,244.2,232.85
29-Sep-11,231.15,233.4,235.5,230.15
29-Sep-11,231.15,233.4,235.5,230.15
30-Sep-11,228.9,230.85,233.6,228.5
30-Sep-11,228.9,230.85,233.6,228.5
3-Oct-11,223.45,228.5,228.6,219.8
3-Oct-11,223.45,228.5,228.6,219.8
4-Oct-11,226.55,224.25,230.2,221.7
4-Oct-11,226.55,224.25,230.2,221.7
5-Oct-11,227.7,228,232,226.15
5-Oct-11,227.7,228,232,226.15
6-Oct-11,234.4,229,236.1,228.05
6-Oct-11,234.4,229,236.1,228.05
7-Oct-11,224.35,235.65,236,223.65
7-Oct-11,224.35,235.65,236,223.65
10-Oct-11,226.3,226,231.75,225.1
10-Oct-11,226.3,226,231.75,225.1
11-Oct-11,223.4,226.3,228.35,221.65
11-Oct-11,223.4,226.3,228.35,221.65
12-Oct-11,229.45,224,231.7,223.6
12-Oct-11,229.45,224,231.7,223.6
13-Oct-11,237.65,231.5,240.35,228.1
13-Oct-11,237.65,231.5,240.35,228.1
14-Oct-11,239.55,237.45,241.5,234.25
14-Oct-11,239.55,237.45,241.5,234.25
17-Oct-11,234,240.05,243.55,228.35
17-Oct-11,234,240.05,243.55,228.35
18-Oct-11,231.5,232.8,236,229.4
18-Oct-11,231.5,232.8,236,229.4
19-Oct-11,236.15,231.25,239.25,230.9
19-Oct-11,236.15,231.25,239.25,230.9
20-Oct-11,231.65,234.4,236.85,229.7
20-Oct-11,231.65,234.4,236.85,229.7
